"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
25038,612,"AW00025038",NULL,"Isabella Hall","1980-07-18","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"9395 Oak Grove Rd.",NULL,"323-555-0195","2022-12-27","1-2 Miles"
25039,542,"AW00025039",NULL,"Alexis Clark","1980-08-11","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"5065 Cloverleaf Circle",NULL,"607-555-0154","2022-11-19","5-10 Miles"
25040,548,"AW00025040",NULL,"Julian Perry","1980-08-20","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"8172 N. Ranchford",NULL,"153-555-0180","2022-12-02","1-2 Miles"
25041,648,"AW00025041",NULL,"Hunter Phillips","1981-01-21","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"4500 Willow Dr.",NULL,"744-555-0177","2022-11-22","5-10 Miles"
25042,298,"AW00025042",NULL,"Arif Rizaldy","1981-02-24","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"7189 Candle Dr",NULL,"867-555-0123","2022-12-21","1-2 Miles"
25043,302,"AW00025043",NULL,"Damien Rai","1980-08-19","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"7094 Salvio St.",NULL,"788-555-0159","2022-08-23","5-10 Miles"
25044,385,"AW00025044",NULL,"Emma Bailey","1981-02-06","S","F","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"3795 Tabora Drive",NULL,"515-555-0135","2022-05-20","5-10 Miles"
25045,609,"AW00025045",NULL,"Paige Russell","1979-08-31","M","F","50000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"582 Magic Dr",NULL,"273-555-0175","2022-02-01","5-10 Miles"
25046,57,"AW00025046",NULL,"Caleb Long","1979-03-10","M","M","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7023 Stallion Way",NULL,"717-555-0162","2021-01-02","5-10 Miles"
25047,352,"AW00025047",NULL,"Trevor Long","1979-05-10","M","M","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"7957 Hermosa",NULL,"616-555-0169","2022-12-01","5-10 Miles"
25048,49,"AW00025048",NULL,"Yolanda Sharma","1978-08-10","S","F","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"1819 Lilac Court",NULL,"275-555-0186","2021-01-02","0-1 Miles"
25049,312,"AW00025049",NULL,"Candice Ye","1978-12-18","M","F","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"2378 Joyce Dr.",NULL,"826-555-0110","2022-04-29","5-10 Miles"
25050,312,"AW00025050",NULL,"Darryl Chen","1978-11-03","S","M","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"617 LindenTree Dr",NULL,"325-555-0127","2022-05-02","5-10 Miles"
25051,19,"AW00025051",NULL,"Suzanne Cai","1961-09-24","S","F","80000.00",2,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"1283 Teakwood Court",NULL,"1 (11) 500 555-0161","2021-09-04","5-10 Miles"
25052,18,"AW00025052",NULL,"Sandra Lin","1978-01-16","S","F","80000.00",2,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"5583 Peterson Pl.",NULL,"1 (11) 500 555-0137","2021-09-26","1-2 Miles"
25053,17,"AW00025053",NULL,"Colin Andersen","1968-08-19","M","M","70000.00",2,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"5689 Almondtree Circle",NULL,"1 (11) 500 555-0198","2021-09-04","5-10 Miles"
25054,24,"AW00025054",NULL,"Sheila Alonso","1963-08-30","S","F","100000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Management",4,"8783 Detroit Ave.",NULL,"1 (11) 500 555-0133","2022-07-23","0-1 Miles"
25055,33,"AW00025055",NULL,"Erik Navarro","1963-08-06","M","M","100000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"16 Yukon Street",NULL,"1 (11) 500 555-0192","2022-09-20","10+ Miles"
25056,31,"AW00025056",NULL,"Wayne Black","1963-08-19","M","M","100000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"1366 Hunt Dr",NULL,"1 (11) 500 555-0187","2022-08-20","10+ Miles"
25057,27,"AW00025057",NULL,"Jerome Gomez","1970-11-09","S","M","100000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",3,"6692 Bluefish Lane",NULL,"1 (11) 500 555-0185","2021-09-15","0-1 Miles"
25058,22,"AW00025058",NULL,"Corey Raji","1964-07-05","M","M","100000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",3,"433 Marsh Drive",NULL,"1 (11) 500 555-0130","2022-10-27","2-5 Miles"
25059,546,"AW00025059",NULL,"Sean Ward","1978-10-23","S","M","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"2826 C Del Rio Ln.",NULL,"709-555-0132","2022-05-01","5-10 Miles"
25060,312,"AW00025060",NULL,"Noah Martinez","1978-07-17","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"6472 Loveridge Circle",NULL,"854-555-0195","2022-05-10","0-1 Miles"
25061,68,"AW00025061",NULL,"Julia Hughes","1980-01-20","S","F","50000.00",0,0,"High School","Educación secundaria","Bac + 2","Professional",2,"6973 Mt. Hood Circle",NULL,"284-555-0163","2021-01-22","1-2 Miles"
25062,71,"AW00025062",NULL,"Kaitlyn Young","1980-06-18","S","F","50000.00",0,0,"High School","Educación secundaria","Bac + 2","Professional",2,"1058 Kirker Pass Road",NULL,"370-555-0122","2022-04-12","5-10 Miles"
25063,609,"AW00025063",NULL,"Dylan Williams","1985-04-15","M","M","50000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"9774 Maywood Lane",NULL,"228-555-0196","2022-12-05","1-2 Miles"
25064,374,"AW00025064",NULL,"James Harris","1971-08-18","S","M","150000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"2173 H Stagecoach Rd.",NULL,"212-555-0171","2022-05-03","0-1 Miles"
25065,637,"AW00025065",NULL,"Thomas Henderson","1963-05-22","M","M","70000.00",2,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"7159 Shell Circle",NULL,"103-555-0134","2022-03-30","5-10 Miles"
25066,62,"AW00025066",NULL,"Charles Robinson","1962-11-17","S","M","70000.00",2,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"5068 N Francisco Way",NULL,"826-555-0121","2023-01-26","1-2 Miles"
25067,618,"AW00025067",NULL,"Melanie Butler","1970-05-12","S","F","40000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"6398 Joyce Dr",NULL,"196-555-0111","2022-12-23","2-5 Miles"
25068,307,"AW00025068",NULL,"Robert Shan","1969-12-19","S","M","60000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",2,"9152 St. Patricia",NULL,"556-555-0193","2022-10-13","0-1 Miles"
25069,612,"AW00025069",NULL,"Lori Ortega","1970-05-02","M","F","60000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",3,"273 Winding Lane",NULL,"214-555-0179","2022-06-24","10+ Miles"
25070,49,"AW00025070",NULL,"Melody Alvarez","1975-03-23","M","F","60000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",3,"3196 Rotherham Dr.",NULL,"391-555-0114","2022-09-18","10+ Miles"
25071,339,"AW00025071",NULL,"Natalie Brooks","1969-08-17","M","F","60000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",3,"2305 Glaze Drive",NULL,"568-555-0151","2023-01-12","2-5 Miles"
25072,548,"AW00025072",NULL,"Alyssa Murphy","1970-03-27","S","F","60000.00",4,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",2,"1451 Victory Lane",NULL,"698-555-0138","2022-12-18","0-1 Miles"
25073,539,"AW00025073",NULL,"Shelby Stewart","1969-08-23","M","F","60000.00",4,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",2,"7317 Cortez",NULL,"526-555-0119","2022-12-23","2-5 Miles"
25074,543,"AW00025074",NULL,"Samantha Jackson","1969-05-22","M","F","70000.00",4,2,"Bachelors","Licenciatura","Bac + 4","Professional",2,"7895 Arlington Way",NULL,"121-555-0112","2022-05-23","2-5 Miles"
25075,358,"AW00025075",NULL,"Samantha Thompson","1968-11-23","M","F","70000.00",4,2,"Bachelors","Licenciatura","Bac + 4","Professional",2,"459 William Reed Drive",NULL,"910-555-0125","2022-05-03","2-5 Miles"
25076,336,"AW00025076",NULL,"Nicole Jenkins","1974-08-11","M","F","60000.00",3,2,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"6868 West",NULL,"451-555-0148","2022-12-19","0-1 Miles"
25077,642,"AW00025077",NULL,"Wyatt Clark","1980-02-02","M","M","60000.00",3,2,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"9320 Teakwood Dr.",NULL,"189-555-0175","2022-12-14","0-1 Miles"
25078,338,"AW00025078",NULL,"James Jenkins","1984-03-20","M","M","40000.00",3,2,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"7585 Ida Drive",NULL,"990-555-0196","2022-12-03","2-5 Miles"
25079,632,"AW00025079",NULL,"Riley Perry","1967-12-18","S","F","70000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"4512 M St.",NULL,"188-555-0186","2022-05-29","2-5 Miles"
25080,302,"AW00025080",NULL,"Marissa Long","1973-01-11","S","F","70000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"9557 Steven Circle",NULL,"833-555-0112","2022-05-09","2-5 Miles"
25081,322,"AW00025081",NULL,"Melanie Morris","1967-03-08","S","F","30000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"8042 Dent Way",NULL,"135-555-0115","2022-08-20","0-1 Miles"
25082,299,"AW00025082",NULL,"William Martinez","1966-08-02","M","M","40000.00",4,3,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"4019 Gumwood Dr.",NULL,"142-555-0130","2022-10-11","0-1 Miles"
25083,299,"AW00025083",NULL,"Omar Gao","1966-12-15","M","M","40000.00",4,3,"High School","Educación secundaria","Bac + 2","Skilled Manual",3,"6387 Tanager Road",NULL,"919-555-0152","2022-11-08","10+ Miles"
25084,553,"AW00025084",NULL,"Dalton James","1967-04-09","M","M","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"250 Montgomery Ave.",NULL,"277-555-0153","2022-12-12","0-1 Miles"
25085,331,"AW00025085",NULL,"Lucas Rogers","1967-02-22","M","M","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"3362 Julpum Loop",NULL,"908-555-0168","2022-01-20","2-5 Miles"
25086,299,"AW00025086",NULL,"Jasmine Cox","1967-02-23","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"679 Pepperidge Way",NULL,"250-555-0113","2021-12-30","2-5 Miles"
25087,612,"AW00025087",NULL,"Wyatt Young","1966-11-12","M","M","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9533 Working Drive",NULL,"592-555-0134","2022-01-22","0-1 Miles"
25088,337,"AW00025088",NULL,"Victoria Reed","1972-02-07","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8957 Maureen Circle",NULL,"403-555-0115","2022-01-13","2-5 Miles"
25089,612,"AW00025089",NULL,"Christy Xie","1966-03-08","S","F","40000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"5102 Sycamore Drive",NULL,"405-555-0138","2022-09-21","2-5 Miles"
25090,49,"AW00025090",NULL,"Ivan Sara","1965-12-30","M","M","40000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"1218 Woodside Court",NULL,"475-555-0126","2022-12-10","0-1 Miles"
25091,311,"AW00025091",NULL,"Jessie Zeng","1971-01-07","S","M","40000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"8308 Fox Way",NULL,"466-555-0118","2022-04-07","0-1 Miles"
25092,337,"AW00025092",NULL,"Emily Jackson","1971-10-13","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8994 Richard Ave.",NULL,"373-555-0132","2022-01-07","2-5 Miles"
25093,55,"AW00025093",NULL,"Madison Griffin","1972-12-24","S","F","50000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"6531 William Reed Dr.",NULL,"138-555-0150","2021-01-14","0-1 Miles"
25094,68,"AW00025094",NULL,"Charles Thomas","1972-09-11","S","M","50000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9941 Graham Ave.",NULL,"892-555-0153","2021-01-12","0-1 Miles"
25095,69,"AW00025095",NULL,"Adam Jai","1978-07-10","S","M","50000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"6375 Freda Drive",NULL,"481-555-0111","2021-02-01","0-1 Miles"
25096,609,"AW00025096",NULL,"Victoria Bennett","1978-04-19","S","F","50000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9384 Jamie Way",NULL,"823-555-0196","2022-02-12","2-5 Miles"
25097,545,"AW00025097",NULL,"Fernando Gonzales","1965-12-17","M","M","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"41 Regency Dr.",NULL,"492-555-0129","2022-02-13","2-5 Miles"
25098,539,"AW00025098",NULL,"Logan Long","1966-01-24","M","M","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9171 Morello Ave",NULL,"976-555-0114","2022-02-22","0-1 Miles"
25099,368,"AW00025099",NULL,"Melanie Hayes","1971-02-24","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"4475 Longbrook Way",NULL,"517-555-0143","2022-02-23","0-1 Miles"
25100,49,"AW00025100",NULL,"Kristen Huang","1964-11-10","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8224 Georgia Street",NULL,"341-555-0183","2021-02-03","2-5 Miles"
25101,57,"AW00025101",NULL,"Wyatt Baker","1981-04-13","M","M","60000.00",5,4,"Bachelors","Licenciatura","Bac + 4","Professional",1,"2230 May Way",NULL,"234-555-0183","2023-01-02","2-5 Miles"
25102,299,"AW00025102",NULL,"Stephanie Kelly","1965-02-14","M","F","60000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Professional",0,"2056 Otter Dr.",NULL,"185-555-0119","2022-02-19","2-5 Miles"
25103,311,"AW00025103",NULL,"Shelby Brooks","1964-08-16","M","F","60000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Professional",0,"6480 Prancing Drive",NULL,"210-555-0162","2022-08-04","0-1 Miles"
25104,71,"AW00025104",NULL,"Natalie Parker","1965-04-11","S","F","70000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",1,"1500 Polk Street",NULL,"581-555-0184","2021-02-28","0-1 Miles"
25105,311,"AW00025105",NULL,"Warren Nara","1965-05-19","S","M","80000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"6973 Elena",NULL,"373-555-0111","2022-05-04","0-1 Miles"
25106,22,"AW00025106",NULL,"Micah Gao","1986-05-22","M","M","90000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",0,"7165 Foothill Way",NULL,"1 (11) 500 555-0146","2021-09-16","0-1 Miles"
25107,36,"AW00025107",NULL,"Mason Ramirez","1980-05-13","S","M","90000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Professional",0,"2137 Argenta Dr.",NULL,"1 (11) 500 555-0153","2021-09-01","0-1 Miles"
25108,19,"AW00025108",NULL,"Gary Gill","1974-05-06","M","M","60000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Professional",1,"4504 Terranova Drive",NULL,"1 (11) 500 555-0131","2021-09-29","0-1 Miles"
25109,26,"AW00025109",NULL,"Devin Rivera","1975-11-03","M","M","80000.00",4,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"2956 East Altarinda Dr.",NULL,"1 (11) 500 555-0147","2022-05-27","0-1 Miles"
25110,21,"AW00025110",NULL,"Tabitha Suarez","1975-07-26","M","F","80000.00",4,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"9752 Monterrey",NULL,"1 (11) 500 555-0152","2022-07-26","0-1 Miles"
25111,30,"AW00025111",NULL,"Drew Chander","1976-04-04","M","M","90000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Professional",0,"2798 Castlewood",NULL,"1 (11) 500 555-0178","2021-10-09","2-5 Miles"
25112,4,"AW00025112",NULL,"Suzanne Zhu","1974-04-17","M","F","60000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Professional",1,"5741 Glen Wood Dr.",NULL,"1 (11) 500 555-0156","2021-10-04","0-1 Miles"
25113,12,"AW00025113",NULL,"Randy Gao","1973-10-15","M","M","60000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Professional",1,"4550 Morello Ave.",NULL,"1 (11) 500 555-0130","2021-10-19","2-5 Miles"
25114,13,"AW00025114",NULL,"Donald Sara","1974-04-24","S","M","60000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Professional",1,"1345 Prospect Street",NULL,"1 (11) 500 555-0128","2021-10-04","0-1 Miles"
25115,19,"AW00025115",NULL,"Raymond Rana","1974-01-25","M","M","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",3,"1771 Wood Ranch Circle",NULL,"1 (11) 500 555-0143","2021-10-06","10+ Miles"
25116,8,"AW00025116",NULL,"Phillip Sara","1979-07-05","M","M","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",3,"1993 Maywood Lane",NULL,"1 (11) 500 555-0110","2022-05-30","10+ Miles"
25117,7,"AW00025117",NULL,"Mindy Shan","1973-09-30","M","F","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",3,"1306 B St.",NULL,"1 (11) 500 555-0122","2022-12-30","10+ Miles"
25118,5,"AW00025118",NULL,"Gerald Diaz","1973-06-06","M","M","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",3,"220 N Ridgewood Drive",NULL,"1 (11) 500 555-0172","2022-08-20","10+ Miles"
25119,4,"AW00025119",NULL,"Deanna Lopez","1974-11-13","M","F","110000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"1898 Pine Tree Drive",NULL,"1 (11) 500 555-0190","2021-10-02","1-2 Miles"
25120,4,"AW00025120",NULL,"Heidi Rodriguez","1980-12-08","S","F","110000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"7902 Bates Court",NULL,"1 (11) 500 555-0139","2021-09-28","2-5 Miles"
25121,25,"AW00025121",NULL,"Clarence Yang","1975-03-19","M","M","110000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"3676 Oak Leaf Ct",NULL,"1 (11) 500 555-0138","2021-10-26","2-5 Miles"
25122,32,"AW00025122",NULL,"Susan Zhao","1978-03-12","S","F","80000.00",5,5,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"5527 Liscome Way",NULL,"1 (11) 500 555-0167","2022-11-27","0-1 Miles"
25123,2,"AW00025123",NULL,"Sharon Simpson","1972-08-31","M","F","80000.00",5,5,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"3729 Via Del Verdes",NULL,"1 (11) 500 555-0113","2022-09-11","0-1 Miles"
25124,6,"AW00025124",NULL,"Keith Xu","1978-10-05","S","M","80000.00",5,5,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"8531 Doncaster Dr",NULL,"1 (11) 500 555-0112","2022-05-26","0-1 Miles"
25125,36,"AW00025125",NULL,"Randy Wang","1972-03-19","M","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",3,"8143 Petarct",NULL,"1 (11) 500 555-0110","2022-09-25","0-1 Miles"
25126,7,"AW00025126",NULL,"Shane Suri","1977-11-21","M","M","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",0,"3994 Sucamore Drive",NULL,"1 (11) 500 555-0143","2021-11-05","2-5 Miles"
25127,15,"AW00025127",NULL,"Priscilla Deng","1972-01-18","S","F","90000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Professional",0,"3757 Brook Hollow Ct","# 101","1 (11) 500 555-0113","2021-11-07","1-2 Miles"
25128,22,"AW00025128",NULL,"Clifford Sai","1970-12-21","M","M","60000.00",3,3,"Bachelors","Licenciatura","Bac + 4","Professional",1,"9494 Buena Vista",NULL,"1 (11) 500 555-0136","2022-08-24","2-5 Miles"
25129,17,"AW00025129",NULL,"Allen Raman","1976-12-04","S","M","60000.00",3,3,"Bachelors","Licenciatura","Bac + 4","Professional",1,"378 Show Rd.",NULL,"1 (11) 500 555-0110","2022-02-21","0-1 Miles"
25130,11,"AW00025130",NULL,"Micah Huang","1981-08-16","M","M","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"9580 Kalima Place",NULL,"1 (11) 500 555-0111","2022-05-09","10+ Miles"
25131,36,"AW00025131",NULL,"Gerald Chandra","1971-04-08","M","M","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"6933 Sutton Circle",NULL,"1 (11) 500 555-0178","2022-07-21","10+ Miles"
25132,33,"AW00025132",NULL,"Lindsey Xie","1984-09-16","M","F","70000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"4137 Garcia Ranch Road",NULL,"1 (11) 500 555-0142","2022-09-17","10+ Miles"
25133,11,"AW00025133",NULL,"Kristine Gutierrez","1974-06-04","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"7399 Pacific",NULL,"1 (11) 500 555-0116","2021-11-06","5-10 Miles"
25134,17,"AW00025134",NULL,"Brett Rodriguez","1973-08-14","M","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"6928 Jason Ct",NULL,"1 (11) 500 555-0173","2022-12-13","1-2 Miles"
25135,39,"AW00025135",NULL,"Kelvin Zhao","1973-11-06","S","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"9011 Tabora Drive",NULL,"1 (11) 500 555-0139","2022-12-02","1-2 Miles"
25136,39,"AW00025136",NULL,"Ruben Diaz","1979-07-14","S","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"4038 Elk Dr",NULL,"1 (11) 500 555-0146","2022-04-05","1-2 Miles"
25137,27,"AW00025137",NULL,"Nina Raje","1974-01-29","M","F","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"6237 El Rancho Dr.",NULL,"1 (11) 500 555-0150","2023-01-21","0-1 Miles"
25138,19,"AW00025138",NULL,"Seth Russell","1974-03-15","M","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"1412 San Marino Ct.",NULL,"1 (11) 500 555-0141","2021-11-10","1-2 Miles"
25139,20,"AW00025139","Mr.","Carlos Short","1975-08-22","M","M","60000.00",3,3,"Bachelors","Licenciatura","Bac + 4","Professional",2,"6853 Hacienda",NULL,"187-555-0100","2022-10-18","0-1 Miles"
25140,26,"AW00025140",NULL,"Toni Lopez","1969-09-26","M","F","60000.00",3,3,"Bachelors","Licenciatura","Bac + 4","Professional",2,"6445 Cashew Street",NULL,"1 (11) 500 555-0176","2022-11-20","5-10 Miles"
25141,251,"AW00025141",NULL,"Walter Gutierrez","1979-03-16","S","M","20000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Manual",2,"5498 Treat Blvd.",NULL,"1 (11) 500 555-0149","2022-05-10","1-2 Miles"
25142,197,"AW00025142",NULL,"Regina Ray","1980-05-11","S","F","30000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",1,"Midi-Couleurs",NULL,"1 (11) 500 555-0135","2022-04-04","2-5 Miles"
25143,190,"AW00025143",NULL,"Destiny Henderson","1979-10-06","S","F","30000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",1,"12, rue des Berges",NULL,"1 (11) 500 555-0158","2022-12-05","0-1 Miles"
25144,144,"AW00025144",NULL,"Johnathan Fernandez","1979-12-12","S","M","30000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",1,"Westheimer Straße 9601",NULL,"1 (11) 500 555-0117","2022-09-17","2-5 Miles"
25145,171,"AW00025145",NULL,"Clayton Yang","1980-02-22","S","M","30000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",1,"Waldstr 4326",NULL,"1 (11) 500 555-0119","2022-06-21","2-5 Miles"
25146,552,"AW00025146",NULL,"Carson Gonzales","1958-07-25","M","M","60000.00",3,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",3,"2700 Roundtree Dr.",NULL,"151-555-0131","2022-01-31","10+ Miles"
25147,68,"AW00025147",NULL,"Samantha Brown","1962-09-15","M","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"2768 Creekside Dr.",NULL,"526-555-0115","2022-07-31","5-10 Miles"
25148,307,"AW00025148",NULL,"Ryan Simmons","1963-04-05","M","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"2680 Claudia Drive",NULL,"964-555-0196","2022-02-28","1-2 Miles"
25149,632,"AW00025149",NULL,"Samantha Griffin","1963-06-14","M","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"6133 Kenston Dr.",NULL,"946-555-0183","2022-11-30","5-10 Miles"
25150,337,"AW00025150",NULL,"Xavier Jones","1968-11-23","S","M","80000.00",2,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"3685 Pleasant Hill Rd",NULL,"380-555-0167","2022-05-06","2-5 Miles"
25151,329,"AW00025151",NULL,"Jasmine Washington","1961-11-08","S","F","80000.00",2,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"5678 Arlington Way",NULL,"832-555-0192","2022-11-02","1-2 Miles"
25152,331,"AW00025152",NULL,"Maria Sanders","1978-08-12","S","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"9657 Santa Maria",NULL,"561-555-0118","2022-03-17","5-10 Miles"
25153,632,"AW00025153",NULL,"Ryan Coleman","1970-12-22","S","M","100000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",4,"5787 Ygnacio Valley Road",NULL,"602-555-0130","2022-10-02","0-1 Miles"
25154,301,"AW00025154",NULL,"Clinton Serrano","1976-12-02","M","M","110000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Management",3,"7700 Meaham Drive",NULL,"158-555-0197","2022-12-23","2-5 Miles"
